_id,DATUM,IME_PRAZNIKA,DAN_V_TEDNU,DELA_PROST_DAN,DAN,MESEC,LETO
289,2016-10-31T00:00:00,dan reformacije,ponedeljek,da,31,10,2016
290,2016-01-11T00:00:00,dan spomina na mrtve,torek,da,1,11,2016
291,2016-11-23T00:00:00,dan Rudolfa Maistra,sreda,ne,23,11,2016
292,2016-12-25T00:00:00,božič,nedelja,da,25,12,2016
293,2016-12-26T00:00:00,dan samostojnosti in enotnosti,ponedeljek,da,26,12,2016
294,2017-01-01T00:00:00,novo leto,nedelja,da,1,1,2017
295,2017-02-01T00:00:00,novo leto,ponedeljek,da,2,1,2017
296,2017-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",sreda,da,8,2,2017
297,2017-04-16T00:00:00,velika noč,nedelja,da,16,4,2017
298,2017-04-17T00:00:00,velikonočni ponedeljek,ponedeljek,da,17,4,2017
299,2017-04-27T00:00:00,dan boja proti okupatorju ,četrtek,da,27,4,2017
300,2017-01-05T00:00:00,praznik dela,ponedeljek,da,1,5,2017
301,2017-02-05T00:00:00,praznik dela,torek,da,2,5,2017
302,2017-04-06T00:00:00,binkoštna nedelja,nedelja,da,4,6,2017
303,2017-08-06T00:00:00,dan Primoža Trubarja,četrtek,ne,8,6,2017
304,2017-06-25T00:00:00,dan državnosti,nedelja,da,25,6,2017
305,2017-08-15T00:00:00,Marijino vnebovzetje,torek,da,15,8,2017
306,2017-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,četrtek,ne ,17,8,2017
307,2017-09-15T00:00:00,vrnitev Primorske k matični domovini,petek,ne,15,9,2017
308,2017-10-25T00:00:00,dan suverenosti,sreda,ne ,25,10,2017
309,2017-10-31T00:00:00,dan reformacije,torek,da,31,10,2017
310,2017-01-11T00:00:00,dan spomina na mrtve,sreda,da,1,11,2017
311,2017-11-23T00:00:00,dan Rudolfa Maistra,četrtek,ne,23,11,2017
312,2017-12-25T00:00:00,božič,ponedeljek,da,25,12,2017
313,2017-12-26T00:00:00,dan samostojnosti in enotnosti,torek,da,26,12,2017
314,2018-01-01T00:00:00,novo leto,ponedeljek,da,1,1,2018
315,2018-02-01T00:00:00,novo leto,torek,da,2,1,2018
316,2018-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",četrtek,da,8,2,2018
317,2018-01-04T00:00:00,velika noč,nedelja,da,1,4,2018
318,2018-02-04T00:00:00,velikonočni ponedeljek,ponedeljek,da,2,4,2018
319,2018-04-27T00:00:00,dan boja proti okupatorju ,petek,da,27,4,2018
320,2018-01-05T00:00:00,praznik dela,torek,da,1,5,2018
321,2018-02-05T00:00:00,praznik dela,sreda,da,2,5,2018
322,2018-05-20T00:00:00,binkoštna nedelja,nedelja,da,20,5,2018
323,2018-08-06T00:00:00,dan Primoža Trubarja,petek,ne,8,6,2018
324,2018-06-25T00:00:00,dan državnosti,ponedeljek,da,25,6,2018
325,2018-08-15T00:00:00,Marijino vnebovzetje,sreda,da,15,8,2018
326,2018-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,petek,ne ,17,8,2018
327,2018-09-15T00:00:00,vrnitev Primorske k matični domovini,sobota,ne,15,9,2018
328,2018-10-25T00:00:00,dan suverenosti,četrtek,ne ,25,10,2018
329,2018-10-31T00:00:00,dan reformacije,sreda,da,31,10,2018
330,2018-01-11T00:00:00,dan spomina na mrtve,četrtek,da,1,11,2018
331,2018-11-23T00:00:00,dan Rudolfa Maistra,petek,ne,23,11,2018
332,2018-12-25T00:00:00,božič,torek,da,25,12,2018
333,2018-12-26T00:00:00,dan samostojnosti in enotnosti,sreda,da,26,12,2018
334,2019-01-01T00:00:00,novo leto,torek,da,1,1,2019
335,2019-02-01T00:00:00,novo leto,sreda,da,2,1,2019
336,2019-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",petek,da,8,2,2019
337,2019-04-21T00:00:00,velika noč,nedelja,da,21,4,2019
338,2019-04-22T00:00:00,velikonočni ponedeljek,ponedeljek,da,22,4,2019
339,2019-04-27T00:00:00,dan boja proti okupatorju ,sobota,da,27,4,2019
340,2019-01-05T00:00:00,praznik dela,sreda,da,1,5,2019
341,2019-02-05T00:00:00,praznik dela,četrtek,da,2,5,2019
342,2019-09-06T00:00:00,binkoštna nedelja,nedelja,da,9,6,2019
343,2019-08-06T00:00:00,dan Primoža Trubarja,sobota,ne,8,6,2019
344,2019-06-25T00:00:00,dan državnosti,torek,da,25,6,2019
345,2019-08-15T00:00:00,Marijino vnebovzetje,četrtek,da,15,8,2019
346,2019-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,sobota,ne ,17,8,2019
347,2019-09-15T00:00:00,vrnitev Primorske k matični domovini,nedelja,ne,15,9,2019
348,2019-10-25T00:00:00,dan suverenosti,petek,ne ,25,10,2019
349,2019-10-31T00:00:00,dan reformacije,četrtek,da,31,10,2019
350,2019-01-11T00:00:00,dan spomina na mrtve,petek,da,1,11,2019
351,2019-11-23T00:00:00,dan Rudolfa Maistra,sobota,ne,23,11,2019
352,2019-12-25T00:00:00,božič,sreda,da,25,12,2019
353,2019-12-26T00:00:00,dan samostojnosti in enotnosti,četrtek,da,26,12,2019
354,2020-01-01T00:00:00,novo leto,sreda,da,1,1,2020
355,2020-02-01T00:00:00,novo leto,četrtek,da,2,1,2020
356,2020-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",sobota,da,8,2,2020
357,2020-12-04T00:00:00,velika noč,nedelja,da,12,4,2020
358,2020-04-13T00:00:00,velikonočni ponedeljek,ponedeljek,da,13,4,2020
359,2020-04-27T00:00:00,dan boja proti okupatorju ,ponedeljek,da,27,4,2020
360,2020-01-05T00:00:00,praznik dela,petek,da,1,5,2020
361,2020-02-05T00:00:00,praznik dela,sobota,da,2,5,2020
362,2020-05-31T00:00:00,binkoštna nedelja,nedelja,da,31,5,2020
363,2020-08-06T00:00:00,dan Primoža Trubarja,ponedeljek,ne,8,6,2020
364,2020-06-25T00:00:00,dan državnosti,četrtek,da,25,6,2020
365,2020-08-15T00:00:00,Marijino vnebovzetje,sobota,da,15,8,2020
366,2020-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,ponedeljek,ne ,17,8,2020
367,2020-09-15T00:00:00,vrnitev Primorske k matični domovini,torek,ne,15,9,2020
368,2020-10-25T00:00:00,dan suverenosti,nedelja,ne ,25,10,2020
369,2020-10-31T00:00:00,dan reformacije,sobota,da,31,10,2020
370,2020-01-11T00:00:00,dan spomina na mrtve,nedelja,da,1,11,2020
371,2020-11-23T00:00:00,dan Rudolfa Maistra,ponedeljek,ne,23,11,2020
372,2020-12-25T00:00:00,božič,petek,da,25,12,2020
373,2020-12-26T00:00:00,dan samostojnosti in enotnosti,sobota,da,26,12,2020
374,2021-01-01T00:00:00,novo leto,petek,da,1,1,2021
375,2021-02-01T00:00:00,novo leto,sobota,da,2,1,2021
376,2021-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",ponedeljek,da,8,2,2021
377,2021-04-04T00:00:00,velika noč,nedelja,da,4,4,2021
378,2021-05-04T00:00:00,velikonočni ponedeljek,ponedeljek,da,5,4,2021
379,2021-04-27T00:00:00,dan boja proti okupatorju ,torek,da,27,4,2021
380,2021-01-05T00:00:00,praznik dela,sobota,da,1,5,2021
381,2021-02-05T00:00:00,praznik dela,nedelja,da,2,5,2021
382,2021-05-23T00:00:00,binkoštna nedelja,nedelja,da,23,5,2021
383,2021-08-06T00:00:00,dan Primoža Trubarja,torek,ne,8,6,2021
384,2021-06-25T00:00:00,dan državnosti,petek,da,25,6,2021
385,2021-08-15T00:00:00,Marijino vnebovzetje,nedelja,da,15,8,2021
386,2021-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,torek,ne ,17,8,2021
387,2021-09-15T00:00:00,vrnitev Primorske k matični domovini,sreda,ne,15,9,2021
388,2021-10-25T00:00:00,dan suverenosti,ponedeljek,ne ,25,10,2021
389,2021-10-31T00:00:00,dan reformacije,nedelja,da,31,10,2021
390,2021-01-11T00:00:00,dan spomina na mrtve,ponedeljek,da,1,11,2021
391,2021-11-23T00:00:00,dan Rudolfa Maistra,torek,ne,23,11,2021
392,2021-12-25T00:00:00,božič,sobota,da,25,12,2021
393,2021-12-26T00:00:00,dan samostojnosti in enotnosti,nedelja,da,26,12,2021
394,2022-01-01T00:00:00,novo leto,sobota,da,1,1,2022
395,2022-02-01T00:00:00,novo leto,nedelja,da,2,1,2022
396,2022-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",torek,da,8,2,2022
397,2022-04-17T00:00:00,velika noč,nedelja,da,17,4,2022
398,2022-04-18T00:00:00,velikonočni ponedeljek,ponedeljek,da,18,4,2022
399,2022-04-27T00:00:00,dan boja proti okupatorju ,sreda,da,27,4,2022
400,2022-01-05T00:00:00,praznik dela,nedelja,da,1,5,2022
401,2022-02-05T00:00:00,praznik dela,ponedeljek,da,2,5,2022
402,2022-05-06T00:00:00,binkoštna nedelja,nedelja,da,5,6,2022
403,2022-08-06T00:00:00,dan Primoža Trubarja,sreda,ne,8,6,2022
404,2022-06-25T00:00:00,dan državnosti,sobota,da,25,6,2022
405,2022-08-15T00:00:00,Marijino vnebovzetje,ponedeljek,da,15,8,2022
406,2022-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,sreda,ne ,17,8,2022
407,2022-09-15T00:00:00,vrnitev Primorske k matični domovini,četrtek,ne,15,9,2022
408,2022-10-25T00:00:00,dan suverenosti,torek,ne ,25,10,2022
409,2022-10-31T00:00:00,dan reformacije,ponedeljek,da,31,10,2022
410,2022-01-11T00:00:00,dan spomina na mrtve,torek,da,1,11,2022
411,2022-11-23T00:00:00,dan Rudolfa Maistra,sreda,ne,23,11,2022
412,2022-12-25T00:00:00,božič,nedelja,da,25,12,2022
413,2022-12-26T00:00:00,dan samostojnosti in enotnosti,ponedeljek,da,26,12,2022
414,2023-01-01T00:00:00,novo leto,nedelja,da,1,1,2023
415,2023-02-01T00:00:00,novo leto,ponedeljek,da,2,1,2023
416,2023-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",sreda,da,8,2,2023
417,2023-09-04T00:00:00,velika noč,nedelja,da,9,4,2023
418,2023-10-04T00:00:00,velikonočni ponedeljek,ponedeljek,da,10,4,2023
419,2023-04-27T00:00:00,dan boja proti okupatorju ,četrtek,da,27,4,2023
420,2023-01-05T00:00:00,praznik dela,ponedeljek,da,1,5,2023
421,2023-02-05T00:00:00,praznik dela,torek,da,2,5,2023
422,2023-05-28T00:00:00,binkoštna nedelja,nedelja,da,28,5,2023
423,2023-08-06T00:00:00,dan Primoža Trubarja,četrtek,ne,8,6,2023
424,2023-06-25T00:00:00,dan državnosti,nedelja,da,25,6,2023
425,2023-08-15T00:00:00,Marijino vnebovzetje,torek,da,15,8,2023
426,2023-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,četrtek,ne ,17,8,2023
427,2023-09-15T00:00:00,vrnitev Primorske k matični domovini,petek,ne,15,9,2023
428,2023-10-25T00:00:00,dan suverenosti,sreda,ne ,25,10,2023
429,2023-10-31T00:00:00,dan reformacije,torek,da,31,10,2023
430,2023-01-11T00:00:00,dan spomina na mrtve,sreda,da,1,11,2023
431,2023-11-23T00:00:00,dan Rudolfa Maistra,četrtek,ne,23,11,2023
432,2023-12-25T00:00:00,božič,ponedeljek,da,25,12,2023
433,2023-12-26T00:00:00,dan samostojnosti in enotnosti,torek,da,26,12,2023
434,2024-01-01T00:00:00,novo leto,ponedeljek,da,1,1,2024
435,2024-02-01T00:00:00,novo leto,torek,da,2,1,2024
436,2024-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",četrtek,da,8,2,2024
437,2024-03-31T00:00:00,velika noč,nedelja,da,31,3,2024
438,2024-01-04T00:00:00,velikonočni ponedeljek,ponedeljek,da,1,4,2024
439,2024-04-27T00:00:00,dan boja proti okupatorju ,sobota,da,27,4,2024
440,2024-01-05T00:00:00,praznik dela,sreda,da,1,5,2024
441,2024-02-05T00:00:00,praznik dela,četrtek,da,2,5,2024
442,2024-05-19T00:00:00,binkoštna nedelja,nedelja,da,19,5,2024
443,2024-08-06T00:00:00,dan Primoža Trubarja,sobota,ne,8,6,2024
444,2024-06-25T00:00:00,dan državnosti,torek,da,25,6,2024
445,2024-08-15T00:00:00,Marijino vnebovzetje,četrtek,da,15,8,2024
446,2024-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,sobota,ne ,17,8,2024
447,2024-09-15T00:00:00,vrnitev Primorske k matični domovini,nedelja,ne,15,9,2024
448,2024-10-25T00:00:00,dan suverenosti,petek,ne ,25,10,2024
449,2024-10-31T00:00:00,dan reformacije,četrtek,da,31,10,2024
450,2024-01-11T00:00:00,dan spomina na mrtve,petek,da,1,11,2024
451,2024-11-23T00:00:00,dan Rudolfa Maistra,sobota,ne,23,11,2024
452,2024-12-25T00:00:00,božič,sreda,da,25,12,2024
453,2024-12-26T00:00:00,dan samostojnosti in enotnosti,četrtek,da,26,12,2024
454,2025-01-01T00:00:00,novo leto,sreda,da,1,1,2025
455,2025-02-01T00:00:00,novo leto,četrtek,da,2,1,2025
456,2025-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",sobota,da,8,2,2025
457,2025-04-20T00:00:00,velika noč,nedelja,da,20,4,2025
458,2025-04-21T00:00:00,velikonočni ponedeljek,ponedeljek,da,21,4,2025
459,2025-04-27T00:00:00,dan boja proti okupatorju ,nedelja,da,27,4,2025
460,2025-01-05T00:00:00,praznik dela,četrtek,da,1,5,2025
461,2025-02-05T00:00:00,praznik dela,petek,da,2,5,2025
462,2025-08-06T00:00:00,binkoštna nedelja,nedelja,da,8,6,2025
463,2025-08-06T00:00:00,dan Primoža Trubarja,nedelja,ne,8,6,2025
464,2025-06-25T00:00:00,dan državnosti,sreda,da,25,6,2025
465,2025-08-15T00:00:00,Marijino vnebovzetje,petek,da,15,8,2025
466,2025-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,nedelja,ne ,17,8,2025
467,2025-09-15T00:00:00,vrnitev Primorske k matični domovini,ponedeljek,ne,15,9,2025
468,2025-10-25T00:00:00,dan suverenosti,sobota,ne ,25,10,2025
469,2025-10-31T00:00:00,dan reformacije,petek,da,31,10,2025
470,2025-01-11T00:00:00,dan spomina na mrtve,sobota,da,1,11,2025
471,2025-11-23T00:00:00,dan Rudolfa Maistra,nedelja,ne,23,11,2025
472,2025-12-25T00:00:00,božič,četrtek,da,25,12,2025
473,2025-12-26T00:00:00,dan samostojnosti in enotnosti,petek,da,26,12,2025
474,2026-01-01T00:00:00,novo leto,četrtek,da,1,1,2026
475,2026-02-01T00:00:00,novo leto,petek,da,2,1,2026
476,2026-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",nedelja,da,8,2,2026
477,2026-05-04T00:00:00,velika noč,nedelja,da,5,4,2026
478,2026-06-04T00:00:00,velikonočni ponedeljek,ponedeljek,da,6,4,2026
479,2026-04-27T00:00:00,dan boja proti okupatorju ,ponedeljek,da,27,4,2026
480,2026-01-05T00:00:00,praznik dela,petek,da,1,5,2026
481,2026-02-05T00:00:00,praznik dela,sobota,da,2,5,2026
482,2026-05-24T00:00:00,binkoštna nedelja,nedelja,da,24,5,2026
483,2026-08-06T00:00:00,dan Primoža Trubarja,ponedeljek,ne,8,6,2026
484,2026-06-25T00:00:00,dan državnosti,četrtek,da,25,6,2026
485,2026-08-15T00:00:00,Marijino vnebovzetje,sobota,da,15,8,2026
486,2026-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,ponedeljek,ne ,17,8,2026
487,2026-09-15T00:00:00,vrnitev Primorske k matični domovini,torek,ne,15,9,2026
488,2026-10-25T00:00:00,dan suverenosti,nedelja,ne ,25,10,2026
489,2026-10-31T00:00:00,dan reformacije,sobota,da,31,10,2026
490,2026-01-11T00:00:00,dan spomina na mrtve,nedelja,da,1,11,2026
491,2026-11-23T00:00:00,dan Rudolfa Maistra,ponedeljek,ne,23,11,2026
492,2026-12-25T00:00:00,božič,petek,da,25,12,2026
493,2026-12-26T00:00:00,dan samostojnosti in enotnosti,sobota,da,26,12,2026
494,2027-01-01T00:00:00,novo leto,petek,da,1,1,2027
495,2027-02-01T00:00:00,novo leto,sobota,da,2,1,2027
496,2027-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",ponedeljek,da,8,2,2027
497,2027-03-28T00:00:00,velika noč,nedelja,da,28,3,2027
498,2027-03-29T00:00:00,velikonočni ponedeljek,ponedeljek,da,29,3,2027
499,2027-04-27T00:00:00,dan boja proti okupatorju ,torek,da,27,4,2027
500,2027-01-05T00:00:00,praznik dela,sobota,da,1,5,2027
501,2027-02-05T00:00:00,praznik dela,nedelja,da,2,5,2027
502,2027-05-16T00:00:00,binkoštna nedelja,nedelja,da,16,5,2027
503,2027-08-06T00:00:00,dan Primoža Trubarja,torek,ne,8,6,2027
504,2027-06-25T00:00:00,dan državnosti,petek,da,25,6,2027
505,2027-08-15T00:00:00,Marijino vnebovzetje,nedelja,da,15,8,2027
506,2027-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,torek,ne ,17,8,2027
507,2027-09-15T00:00:00,vrnitev Primorske k matični domovini,sreda,ne,15,9,2027
508,2027-10-25T00:00:00,dan suverenosti,ponedeljek,ne ,25,10,2027
509,2027-10-31T00:00:00,dan reformacije,nedelja,da,31,10,2027
510,2027-01-11T00:00:00,dan spomina na mrtve,ponedeljek,da,1,11,2027
511,2027-11-23T00:00:00,dan Rudolfa Maistra,torek,ne,23,11,2027
512,2027-12-25T00:00:00,božič,sobota,da,25,12,2027
513,2027-12-26T00:00:00,dan samostojnosti in enotnosti,nedelja,da,26,12,2027
514,2028-01-01T00:00:00,novo leto,sobota,da,1,1,2028
515,2028-02-01T00:00:00,novo leto,nedelja,da,2,1,2028
516,2028-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",torek,da,8,2,2028
517,2028-04-16T00:00:00,velika noč,nedelja,da,16,4,2028
518,2028-04-17T00:00:00,velikonočni ponedeljek,ponedeljek,da,17,4,2028
519,2028-04-27T00:00:00,dan boja proti okupatorju ,četrtek,da,27,4,2028
520,2028-01-05T00:00:00,praznik dela,ponedeljek,da,1,5,2028
521,2028-02-05T00:00:00,praznik dela,torek,da,2,5,2028
522,2028-04-06T00:00:00,binkoštna nedelja,nedelja,da,4,6,2028
523,2028-08-06T00:00:00,dan Primoža Trubarja,četrtek,ne,8,6,2028
524,2028-06-25T00:00:00,dan državnosti,nedelja,da,25,6,2028
525,2028-08-15T00:00:00,Marijino vnebovzetje,torek,da,15,8,2028
526,2028-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,četrtek,ne ,17,8,2028
527,2028-09-15T00:00:00,vrnitev Primorske k matični domovini,petek,ne,15,9,2028
528,2028-10-25T00:00:00,dan suverenosti,sreda,ne ,25,10,2028
529,2028-10-31T00:00:00,dan reformacije,torek,da,31,10,2028
530,2028-01-11T00:00:00,dan spomina na mrtve,sreda,da,1,11,2028
531,2028-11-23T00:00:00,dan Rudolfa Maistra,četrtek,ne,23,11,2028
532,2028-12-25T00:00:00,božič,ponedeljek,da,25,12,2028
533,2028-12-26T00:00:00,dan samostojnosti in enotnosti,torek,da,26,12,2028
534,2029-01-01T00:00:00,novo leto,ponedeljek,da,1,1,2029
535,2029-02-01T00:00:00,novo leto,torek,da,2,1,2029
536,2029-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",četrtek,da,8,2,2029
537,2029-01-04T00:00:00,velika noč,nedelja,da,1,4,2029
538,2029-02-04T00:00:00,velikonočni ponedeljek,ponedeljek,da,2,4,2029
539,2029-04-27T00:00:00,dan boja proti okupatorju ,petek,da,27,4,2029
540,2029-01-05T00:00:00,praznik dela,torek,da,1,5,2029
541,2029-02-05T00:00:00,praznik dela,sreda,da,2,5,2029
542,2029-05-20T00:00:00,binkoštna nedelja,nedelja,da,20,5,2029
543,2029-08-06T00:00:00,dan Primoža Trubarja,petek,ne,8,6,2029
544,2029-06-25T00:00:00,dan državnosti,ponedeljek,da,25,6,2029
545,2029-08-15T00:00:00,Marijino vnebovzetje,sreda,da,15,8,2029
546,2029-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,petek,ne ,17,8,2029
547,2029-09-15T00:00:00,vrnitev Primorske k matični domovini,sobota,ne,15,9,2029
548,2029-10-25T00:00:00,dan suverenosti,četrtek,ne ,25,10,2029
549,2029-10-31T00:00:00,dan reformacije,sreda,da,31,10,2029
550,2029-01-11T00:00:00,dan spomina na mrtve,četrtek,da,1,11,2029
551,2029-11-23T00:00:00,dan Rudolfa Maistra,petek,ne,23,11,2029
552,2029-12-25T00:00:00,božič,torek,da,25,12,2029
553,2029-12-26T00:00:00,dan samostojnosti in enotnosti,sreda,da,26,12,2029
554,2030-01-01T00:00:00,novo leto,torek,da,1,1,2030
555,2030-02-01T00:00:00,novo leto,sreda,da,2,1,2030
556,2030-08-02T00:00:00,"Prešernov dan, slovenski kulturni praznik",petek,da,8,2,2030
557,2030-04-21T00:00:00,velika noč,nedelja,da,21,4,2030
558,2030-04-22T00:00:00,velikonočni ponedeljek,ponedeljek,da,22,4,2030
559,2030-04-27T00:00:00,dan boja proti okupatorju ,sobota,da,27,4,2030
560,2030-01-05T00:00:00,praznik dela,sreda,da,1,5,2030
561,2030-02-05T00:00:00,praznik dela,četrtek,da,2,5,2030
562,2030-09-06T00:00:00,binkoštna nedelja,nedelja,da,9,6,2030
563,2030-08-06T00:00:00,dan Primoža Trubarja,sobota,ne,8,6,2030
564,2030-06-25T00:00:00,dan državnosti,torek,da,25,6,2030
565,2030-08-15T00:00:00,Marijino vnebovzetje,četrtek,da,15,8,2030
566,2030-08-17T00:00:00,združitev prekmurskih Slovencev z matičnim narodom,sobota,ne ,17,8,2030
567,2030-09-15T00:00:00,vrnitev Primorske k matični domovini,nedelja,ne,15,9,2030
568,2030-10-25T00:00:00,dan suverenosti,petek,ne ,25,10,2030
569,2030-10-31T00:00:00,dan reformacije,četrtek,da,31,10,2030
570,2030-01-11T00:00:00,dan spomina na mrtve,petek,da,1,11,2030
571,2030-11-23T00:00:00,dan Rudolfa Maistra,sobota,ne,23,11,2030
572,2030-12-25T00:00:00,božič,sreda,da,25,12,2030
573,2030-12-26T00:00:00,dan samostojnosti in enotnosti,četrtek,da,26,12,2030
